,Unnamed: 0,geohash,datetime,latitude,longitude,advertiser_id,horizontal_accuracy,carrier,model,wifi_ssid,wifi_bssid,date,timediff,next_latitude,next_longitude,distance,speed,weights
5761,14338,c25pp0m4ne,2018-04-08 00:22:50,46.232204,-119.216486,60670673-2052-f998-ba54-b7ad8a138844,7.26,55,Note 6,,,2018-04-08 00:22:50,3.0,46.232216,-119.216841,0.027338470053702168,32.8061640644426,0.3
5762,14361,c25pp0kfnm,2018-04-08 00:22:53,46.232216,-119.216841,60670673-2052-f998-ba54-b7ad8a138844,2.96,55,Note 6,,,2018-04-08 00:22:53,31.0,46.23222,-119.217197,0.027386315218039373,32.86357826164725,3.1
862,14634,c25pn3zfyy,2018-04-08 00:23:24,46.24059,-119.245654,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,5.99,55,Note 6,,,2018-04-08 00:23:24,3.0,46.24081,-119.245868,0.029483787603448504,35.3805451241382,0.3
863,14669,c25pn3zu1z,2018-04-08 00:23:27,46.24081,-119.245868,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,3.64,55,Note 6,,,2018-04-08 00:23:27,34.0,46.24104,-119.246083,0.03045433106440393,36.545197277284714,3.4
5768,14959,c25pnbr5dt,2018-04-08 00:24:01,46.232472,-119.224897,60670673-2052-f998-ba54-b7ad8a138844,1.22,55,Note 6,,,2018-04-08 00:24:01,40.0,46.232495,-119.225252,0.02742522971556863,32.91027565868235,4.0
869,15289,c25pn6guzk,2018-04-08 00:24:41,46.246413,-119.251121,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,0.87,55,Note 6,,,2018-04-08 00:24:41,22.0,46.247022,-119.251686,0.08045699537714154,36.2056479197137,1.0
5771,15469,c25pnb9c1n,2018-04-08 00:25:03,46.233423,-119.232172,60670673-2052-f998-ba54-b7ad8a138844,0.97,55,Note 6,,,2018-04-08 00:25:03,10.0,46.23354,-119.232752,0.046469570070224446,33.4580904505616,1.0
871,15547,c25pn766u9,2018-04-08 00:25:13,46.2488,-119.2533,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,6.08,55,Note 6,,,2018-04-08 00:25:13,13.0,46.249682,-119.254156,0.11811396069482148,38.65547804557794,1.0
5773,15640,c25pn8xudf,2018-04-08 00:25:26,46.234002,-119.234837,60670673-2052-f998-ba54-b7ad8a138844,6.09,55,Note 6,,,2018-04-08 00:25:26,16.0,46.234253,-119.235751,0.07563790735208757,34.037058308439406,1.0
873,15773,c25pn7bbhm,2018-04-08 00:25:42,46.251099,-119.25537,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,5.0,55,Note 6,,,2018-04-08 00:25:42,6.0,46.251335,-119.2555,0.02808133322132195,33.69759986558634,0.6
5775,15825,c25pn8y11n,2018-04-08 00:25:48,46.234793,-119.237319,60670673-2052-f998-ba54-b7ad8a138844,2.24,55,Note 6,,,2018-04-08 00:25:48,28.0,46.234915,-119.2376,0.025517572093690353,30.62108651242842,2.8
5779,16044,c25pn95c49,2018-04-08 00:26:16,46.23614,-119.240344,60670673-2052-f998-ba54-b7ad8a138844,6.89,55,Note 6,,,2018-04-08 00:26:16,4.0,46.236398,-119.240747,0.04223431622571776,38.01088460314598,0.4
5780,16068,c25pn95d91,2018-04-08 00:26:20,46.236398,-119.240747,60670673-2052-f998-ba54-b7ad8a138844,4.59,55,Note 6,,,2018-04-08 00:26:20,13.0,46.236899,-119.24155,0.08317294684783576,37.42782608152609,1.0
5782,16173,c25pn94x6u,2018-04-08 00:26:33,46.237229,-119.242044,60670673-2052-f998-ba54-b7ad8a138844,2.76,55,Note 6,,,2018-04-08 00:26:33,30.0,46.237447,-119.242325,0.03247576577351452,38.97091892821742,3.0
881,16420,c25pnhuek8,2018-04-08 00:27:03,46.257122,-119.261199,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,2.23,55,Note 6,,,2018-04-08 00:27:03,25.0,46.25732,-119.261437,0.028627743137967603,34.353291765561124,2.5
5787,16582,c25pn6p1mt,2018-04-08 00:27:28,46.2417,-119.24674,60670673-2052-f998-ba54-b7ad8a138844,5.69,55,Note 6,,,2018-04-08 00:27:28,8.0,46.242,-119.247,0.03889209265638476,35.002883390746284,0.8
5789,16645,c25pn6ntw7,2018-04-08 00:27:36,46.24242,-119.247394,60670673-2052-f998-ba54-b7ad8a138844,3.06,55,Note 6,,,2018-04-08 00:27:36,15.0,46.242936,-119.247884,0.06864430783303288,41.186584699819726,1.0
885,16762,c25pnj3yq5,2018-04-08 00:27:51,46.2604,-119.264917,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,3.1,55,Note 6,,,2018-04-08 00:27:51,15.0,46.260721,-119.26521,0.04220679622546618,37.98611660291956,1.5
5792,16874,c25pn6suts,2018-04-08 00:28:06,46.245,-119.249824,60670673-2052-f998-ba54-b7ad8a138844,2.12,55,Note 6,,,2018-04-08 00:28:06,3.0,46.24527,-119.25006,0.03508164948432839,42.097979381194065,0.3
5793,16889,c25pn6sy0p,2018-04-08 00:28:09,46.24527,-119.25006,60670673-2052-f998-ba54-b7ad8a138844,2.15,55,Note 6,,,2018-04-08 00:28:09,47.0,46.245625,-119.25038,0.046516196301127244,41.86457667101452,4.7
890,17228,c25pjyrnvb,2018-04-08 00:28:56,46.265963,-119.2687,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,2.79,55,Note 6,,,2018-04-08 00:28:56,13.0,46.266943,-119.269294,0.1181506577686474,38.667487997011875,1.0
5797,17335,c25pn79k8n,2018-04-08 00:29:09,46.2505,-119.25487,60670673-2052-f998-ba54-b7ad8a138844,4.21,55,Note 6,,,2018-04-08 00:29:09,19.0,46.250967,-119.2552,0.05779597367130197,41.613101043337416,1.0
5800,17474,c25pn7bnvb,2018-04-08 00:29:28,46.25223,-119.256337,60670673-2052-f998-ba54-b7ad8a138844,7.4,55,Note 6,,,2018-04-08 00:29:28,25.0,46.25304,-119.257029,0.10460991572697362,41.843966290789446,1.0
895,17652,c25pjzmh9h,2018-04-08 00:29:53,46.27109,-119.271646,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,3.69,55,Note 6,,,2018-04-08 00:29:53,3.0,46.2713,-119.27181,0.026536178519174298,31.843414223009155,0.3
896,17676,c25pjzkvv7,2018-04-08 00:29:56,46.2713,-119.27181,54aa7153-1546-ce0d-5dc9-aa9e8e371f00,5.89,55,Note 6,,,2018-04-08 00:29:56,9.0,46.2715,-119.272015,0.027255292981209357,32.70635157745123,0.9
